ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
7385," Silk Elements"," Silk Elements"," Silk Elements",_silk_elements,info12@SilkElements.com,,9998989898,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7386," Smooth \'N Shine"," Smooth \'N Shine"," Smooth \'N Shine",_smooth_'n_shine,test@smoothnshine.com,,13467987,http://www.smoothnshine.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7388," So Gorgeous"," So Gorgeous"," So Gorgeous",_so_gorgeous,info123@SoGorgeous.com,,13467987,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7389," Streaks \'N Tips"," Streaks \'N Tips"," Streaks \'N Tips",_streaks_'n_tips,info@StreaksNTips.com,,8947745613,http://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Dbeauty&field-keywords=+Streaks+%27N+Tips+h,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7390," Sulfur8"," Sulfur8"," Sulfur8",_sulfur8,test@Sulfur8.com,,9998989898,http://www.jstrickland.net/product-lines/sulfur-8.html,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7391," Tangle Teezer"," Tangle Teezer"," Tangle Teezer",_tangle_teezer,test@tangleteezer.com,"Since launching in 2007, we have revolutionised the hairbrush market, described as \'lifechanging\', \'magic\', and the \'must-have brush\', we are teasing the world with innovation at the heart of everything we do.",13467987,https://www.tangleteezer.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7392," The Sassy Collection"," The Sassy Collection"," The Sassy Collection",_the_sassy_collection,test@Sassy.com,"Be inspired. Be bold. Be SASSY. The Sassy Collection offers a wide assortment of extensions to help you easily create your own style or make enhancements at home. Superior quality hair extensions and braid hair available in a variety of shades and hair types. With over six types and textures ranging from human hair wefts to bulk braiding hair, you are sure to find endless styling versatility. Quality extensions at an unbeatable value allow you to capture the essence of your own unique style.",13467987,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7291," Wav Enforcer"," Wav Enforcer"," Wav Enforcer",_wav_enforcer,info123@WavEnforcer.com," ",9998989898,http://www.firstlinebrands.com/index.php/brands/wavenforcerr.html,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7290," Tool Science"," Tool Science"," Tool Science",_tool_science,info123@ToolScience.com," Beautiful hair begins with great care and ends with technology. Enter Tool Science - dryers, flat irons, and styling brushes that marry professional performance with contemporary aesthetics. Developed on the cutting edge of styling spectrum, every Tool Science product marries sleek black casings and modern digital displays with ion technology, so they not only look great, they work great and leave hair looking amazing.",8947745613,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7393," Vintage Glam"," Vintage Glam"," Vintage Glam",_vintage_glam,info1234@VintageGlam.com,,13467987,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7394," Volumax"," Volumax"," Volumax",_volumax,test@Volumax.com,"Volumax was originated in 1996 by a Japanese couple who came to America to introduce their new hair care product. Each product contains a blend of Japanese herbs and vitamins that replenishes hair to make it healthy and smooth. Volumax products help to create body and volume, while holding a style and maintaining a weightless look. Specially formulated, moisture is replenished without the residue that can weigh hair down.",13467987,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7395," Wave Nouveau"," Wave Nouveau"," Wave Nouveau",_wave_nouveau,info123@WaveNouveau.com,"Wave Nouveau Coiffure, the ultimate collection of textural enhancers designed to maximize your hair\'s capabilities, is a chemical treatment that is applied to hair to produce texture or curl pattern. Wave Nouveau Coiffure offers styling versatility for straight or natural-looking curly styles.",9998989898,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7401," Woody\'s"," Woody\'s"," Woody\'s",_woody's,test@woodysgrooming.com,"We make products without compromise by focusing on only the finest quality ingredients to cleanse, nourish and protect. Woody’s is directed at the man who is looking for a simple, comfortable daily regimen that offers basic, no-frill products that smell good and get the job done. 

Woody’s was developed with the collaboration of celebrity barbers and stylists. Their hard work and keen insights into what grooming products a man needs in his daily routine helped create the Woody’s of today.",12346789,http://www.woodysgrooming.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7298," 180PRO"," 180PRO"," 180PRO",_180pro,"test@ 180PRO.com","A groundbreaking professional salon hair care system proven to dramatically reduce hair’s worst breaking points and repair up to 2 years of hair abuse*. Formulated with Pro-Peptide Complex, 180PRO products are anchored by the Miracle Repair Damage Eliminator™ Leave-In Treatment, which attracts the reparative benefits of all 180PRO products to damaged areas like a magnet, making hair stronger with each use. Your clients\' hair will be stunningly healthier, smoother and shinier.",13467894,http://www.zotosprofessional.com/product-category/products/haircare/180pro/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7402,"100% Pure","100% Pure","100% Pure",100%_pure,test@100Pure.com,"100% Pure creates healthy products for our body and also for the environment. Our corporate offices are run by 100% solar energy, our company is 100% electric and our pure, biodegradable formulas are packaged with post consumer recycled plastic, glass, soda cans, paper and printed with biodegradable non toxic vegetable ink. 100% Pure loves animals - we are completely cruelty free and charitable towards animal welfare.",12346789,http://www.100percentpure.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7292,Adore,Adore,Adore,adore,info123@Adore.com," At Adore Hair its all about us giving you your own space and your \"me\" time.  Relax and indulge yourself while our specially trained creative stylists give you a hair style that is uniquely yours.  We will give you a great experience and hair that you will just love!
   
At Adore Hair we enjoy what we do and we always keep up to date with the latest styles and techniques.  We are constantly on the lookout for new and exciting products and services so we can give YOU the best.",12346789,http://www.adorehair.com.au/products/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7403,"Alfaparf Milano","Alfaparf Milano","Alfaparf Milano",alfaparf_milano,info123@AlfaparfMilano.com,"ALFAPARF MILANO is a leading Italian multinational manufacturer of professional, exclusive hair color, hair care and styling products.
        
ALFAPARF GROUP is one of the first cosmetics companies with Italian capital in the world and owner of some international leading brands:  ALFAPARF MILANO, YELLOW Professional Haircare, DIBI MILANO, DIBI CENTER, BECOS, BECOS CLUB, FISIOPSHERE , T.E.N. (professional skincare) and BEAUTY & BUSINESS.  ALFAPARF GROUP is an industrial partner to some of the most import cosmetic companies in the world.",12346789,http://usa.alfaparf.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7303,Addict,Addict,Addict,addict,test123@Addict.com,,12346789,www.zotosprofessional.com/product-category/products/haircare/addict/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7341,"Clubman Pinaud","Clubman Pinaud","Clubman Pinaud",clubman_pinaud,info1234@www.clubman.com,,13467894,http://www.clubman.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7342,Denman,Denman,Denman,denman,testing123@denmanbrush.com/,"Denman International Limited is part of the Denroy Group of Companies which was established in 1972. The Group is a private, family-owned business with headquarters in Bangor, Northern Ireland. It currently employs 160 people.

Denman International Limited is a marketing and sales organisation which also operates offices in London and Amsterdam and has a wholly-owned subsidiary company, Denman Inc., based in Boston, USA.",9998989898,http://www.denmanbrush.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7366,Jon,Renau,"Jon Renau",jon_renau,info1234@jonrenau.com/,"Jon Renau is a family owned business that has become an international leading manufacturer of wigs, hairpieces, hair additions and hair extensions. John and Stella Reynolds, the founders of Jon Renau, began their entrepreneurial journey in the alternative hair industry in South Africa in 1969. When they transferred operations to the United States in 1984, the Reynolds continued to grow Jon Renau as a family endeavor. From their start with party plan and direct sales to their work with both small boutiques and large retailers in the United States, Canada and South Africa, the Reynolds family has nurtured their business by nurturing their customers.",12345646,http://www.jonrenau.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7387,"Soft & Beautiful","Soft & Beautiful","Soft & Beautiful",soft_&_beautiful,test123@SoftBeautiful.com,"For the multicultural woman, Soft & Beautiful gives her the confidence that only comes from having healthy, soft and beautiful looking and feeling hair. Soft & Beautiful hair products is your ultimate stop for ultimate protection for healthy hair.",12345646,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7531,Reshma,Dordi,"Reshma Femme",reshma_femme,info@reshmafemme.com,"     Founder and CEO of Reshma Henna, Reshma Dordi was featured on Lifetime channel. On their premier women’s morning show, The Balancing Act where she talks about the natural and healthy ways of managing your hair.In today’s chemical world, more and more women are searching for products that are healthy and safe for their bodies, thus Reshma Femme created a revolutionary, completely natural way to enhance your beauty. Reshma Femme transcends age, gender and ethnicities and is safe for anyone to use, anytime. Reshma Femme’s products are all 100% natural and herbal. With Reshma Femme, nature’s best kept secret can now be you",8188172703,reshmafemme.com,1,17,"Studio City",CA,"United States",,,,,,,0,No,"henna hair color, hair color, natural hair color, 30 minute hair color, black hair color, hair oil",No
